PROPERTY TYPE,ADDRESS,CITY,STATE,ZIP CODE,PRICE,BEDS,BATHS,SQ. FT,YEAR BUILT
Single Family Residential,4757 N 41st St,Milwaukee,WI,53209,214900,5,2,1770,1928
Multi-Family (2-4 Unit),4933-35 N 105th St,Milwaukee,WI,53225,245000,6,3,1037,1965
Multi-Family (2-4 Unit),4889-91 N 106th St #4891,Milwaukee,WI,53225,245000,6,3,1026,1968
Single Family Residential,8517 W Townsend St,Milwaukee,WI,53222,194900,4,2,1498,1952
Multi-Family (2-4 Unit),3816 N 24th Pl Unit 3816A,Milwaukee,WI,53206,129900,4,2,1783,1923
Single Family Residential,3757 N 3rd St,Milwaukee,WI,53212,132500,4,2,1333,1900
Multi-Family (2-4 Unit),2407 N 44th St #2409,Milwaukee,WI,53210,18900,5,2,2400,1919
Condo/Co-op,2525 S Shore Dr Unit 17-D,Milwaukee,WI,53207,339900,2,1,1174,1965
Single Family Residential,8907 N 70th St,Milwaukee,WI,53223,250000,3,2,1311,1984
Condo/Co-op,11927 W Appleton Ave #17,Milwaukee,WI,53224,112000,2,1.5,865,1971
Condo/Co-op,1660 N Prospect Ave #1011,Milwaukee,WI,53202,379900,2,2,954,1991
Single Family Residential,2673 N 46th St,Milwaukee,WI,53210,179999,4,2,1803,1923
Single Family Residential,3133 S Delaware Ave,Milwaukee,WI,53207,389900,4,1,1584,1924
Condo/Co-op,525 E Chicago St #201,Milwaukee,WI,53202,450000,2,2,1415,1916
Single Family Residential,5524 N 11th St,Milwaukee,WI,53209,249900,4,2,1677,1940
Single Family Residential,4553 N 73rd St,Milwaukee,WI,53218,224900,4,1.5,1664,1958
Single Family Residential,3407 N 38th St,Milwaukee,WI,53216,165000,4,2,1654,1939
Multi-Family (2-4 Unit),2667 N Palmer St #2669,Milwaukee,WI,53212,269000,4,2,3244,1911
Single Family Residential,4727 N 36th St,Milwaukee,WI,53209,117900,3,1,1038,1929
Single Family Residential,5637 N 40th St,Milwaukee,WI,53209,119900,4,1.5,1134,1950
Multi-Family (2-4 Unit),4036 N 25th St #4038,Milwaukee,WI,53209,124900,4,2,2068,1926
Single Family Residential,3533 N 15th St,Milwaukee,WI,53206,69900,4,1,1286,1920
Multi-Family (2-4 Unit),4353 N 24th Pl #4355,Milwaukee,WI,53209,129900,4,2,1756,1945
Single Family Residential,5919 N 35th St,Milwaukee,WI,53209,119900,3,1,1264,1937
Multi-Family (2-4 Unit),4625 N Hopkins St Unit 4625A,Milwaukee,WI,53209,119900,4,2,1448,1926
Multi-Family (2-4 Unit),2320 N 44th St,Milwaukee,WI,53210,124900,5,2,2300,1914
Multi-Family (2-4 Unit),4375 N 61st St Unit 4375A,Milwaukee,WI,53216,134900,3,2.5,1548,1953
Multi-Family (2-4 Unit),4624 N 39th St #4626,Milwaukee,WI,53209,129900,4,2,1904,1950
Multi-Family (2-4 Unit),2523 N 49th St #2525,Milwaukee,WI,53210,129900,4,2,2408,1923
Multi-Family (2-4 Unit),2418 N 53rd St Unit 2418A,Milwaukee,WI,53210,137900,4,2,1671,1927
Multi-Family (2-4 Unit),2430 S 5th Pl #2432,Milwaukee,WI,53207,145900,4,2,1884,1903
Multi-Family (2-4 Unit),2154 W Forest Home Ave,Milwaukee,WI,53215,148900,4,2,1440,1905
Multi-Family (2-4 Unit),3202 N 54th St Unit 3202A,Milwaukee,WI,53216,158900,4,2,2026,1942
Single Family Residential,3915 S Pine Ave,Milwaukee,WI,53207,199900,2,1,784,1947
Single Family Residential,4123 S 1st Pl,Milwaukee,WI,53207,249900,2,1,1512,1951
Single Family Residential,7501 W Vienna Ct,Milwaukee,WI,53216,167900,3,1.5,1031,1952
Single Family Residential,3723 N 82nd St,Milwaukee,WI,53222,199900,3,1.5,1141,1954
Multi-Family (2-4 Unit),3726 W Galena St,Milwaukee,WI,53208,82000,6,2,2636,1908
Single Family Residential,2502 N 40th St,Milwaukee,WI,53210,165000,5,1.5,1462,1919
Single Family Residential,3735 W Lakefield Dr,Milwaukee,WI,53215,215000,2,2,1136,1951
Multi-Family (2-4 Unit),2207 N 48th St #2209,Milwaukee,WI,53208,229900,6,2,3070,1915
Multi-Family (2-4 Unit),2568 N Booth St #2570,Milwaukee,WI,53212,214900,5,2,2000,1896
Single Family Residential,5305 W Calumet Rd,Milwaukee,WI,53223,219900,3,2.5,1700,1957
Multi-Family (2-4 Unit),3930 S 2nd St Unit 3930A,Milwaukee,WI,53207,289500,4,2,1800,1942
Multi-Family (2-4 Unit),4727 W Lloyd St #4729,Milwaukee,WI,53208,249900,4,2,2510,1915
Single Family Residential,4703 W Rochelle Ave,Milwaukee,WI,53223,228000,4,1,1599,1961
Single Family Residential,6411 N 49th St,Milwaukee,WI,53223,209900,3,1,1493,1963
Single Family Residential,1121 E Pleasant St,Milwaukee,WI,53202,285000,3,2,1017,1921
Multi-Family (2-4 Unit),3764 N 42nd St #3766,Milwaukee,WI,53216,214900,6,4,2770,1966
Single Family Residential,7505 W Jackson Dr,West Allis,WI,53219,425000,6,2,3303,1953
Single Family Residential,3456 N 81st St,Milwaukee,WI,53222,218000,3,1.5,1775,1950
Condo/Co-op,1522 N Prospect Ave #1803,Milwaukee,WI,53202,1800000,3,2.5,4614,2002
Condo/Co-op,102 N Water St #503,Milwaukee,WI,53202,950000,3,2,2341,2008
Condo/Co-op,1028 E Juneau Ave #628,Milwaukee,WI,53202,135000,1,1,600,1927
Single Family Residential,1526 W Foster Ave,Milwaukee,WI,53221,207900,3,1.5,1150,1958
Single Family Residential,1723 S 15th Pl,Milwaukee,WI,53204,145000,3,1,1270,1878
Single Family Residential,1915 N 53rd St,Milwaukee,WI,53208,229900,3,1.5,1710,1920
Single Family Residential,3850 N 36th St,Milwaukee,WI,53216,110000,3,1.5,990,1937
Single Family Residential,7144 N 43rd St,Milwaukee,WI,53209,160000,3,2,1053,1958
Condo/Co-op,4215 N 100th St #341,Milwaukee,WI,53222,82500,1,1,954,1975
Single Family Residential,2560 Dr William Finlayson St,Milwaukee,WI,53212,150000,3,1,1325,1890
Single Family Residential,7707 W Hustis St,Milwaukee,WI,53223,259900,3,1.5,1630,1975
Single Family Residential,2837 N 16th St,Milwaukee,WI,53206,109900,3,1,996,1891
Single Family Residential,338 E Brown St,Milwaukee,WI,53212,439900,3,2.5,1848,2004
Single Family Residential,3812 W Roberts St,Milwaukee,WI,53208,175000,4,1.5,2037,1909
Single Family Residential,938 E Pearson St,Milwaukee,WI,53202,285000,4,1.5,1833,1889
Multi-Family (2-4 Unit),2234 W Scott St,Milwaukee,WI,53204,189900,5,2,1612,1919
Single Family Residential,4215 N 49th St,Milwaukee,WI,53216,120000,3,1,1218,1946
Single Family Residential,8504 W Locust St,Milwaukee,WI,53222,299900,4,2,2422,1949
Condo/Co-op,1219 N Jackson St #107,Milwaukee,WI,53202,325000,2,2,1533,1981
Multi-Family (2-4 Unit),4943 S 14th St #4945,Milwaukee,WI,53221,295000,6,2,2076,1960
Single Family Residential,6347 N 86th Ct,Milwaukee,WI,53225,130000,3,1,938,1959
Multi-Family (2-4 Unit),409 N 31st St #411,Milwaukee,WI,53208,234900,6,2,3028,1908
Condo/Co-op,311 E Erie St #418,Milwaukee,WI,53202,950000,2,2.5,1928,2006
Condo/Co-op,1550 N Warren Ave #107,Milwaukee,WI,53202,339000,2,2.5,1510,2001
Single Family Residential,3584 S Quincy Ave,Milwaukee,WI,53207,179800,4,1.5,1456,1952
Single Family Residential,2952 N 40th St,Milwaukee,WI,53210,94900,3,1.5,1208,1919
Single Family Residential,3888 N 41st St,Milwaukee,WI,53216,124900,5,1.5,1425,1937
Multi-Family (2-4 Unit),2829 N Hubbard St,Milwaukee,WI,53212,19500,3,2,1422,1890
Single Family Residential,4607 W Hadley St,Milwaukee,WI,53210,139900,4,1.5,2231,1926
Single Family Residential,2437 N 34th St,Milwaukee,WI,53210,134900,5,1.5,1541,1902
Single Family Residential,3363 N 3rd St,Milwaukee,WI,53212,155000,4,1,1623,1922
Multi-Family (2-4 Unit),3222 N Downer Ave #3224,Milwaukee,WI,53211,549900,8,5,3908,1929
Multi-Family (2-4 Unit),3242 N 7th St #3244,Milwaukee,WI,53212,119900,4,2,2208,1905
Multi-Family (2-4 Unit),2861 N 49th St #2863,Milwaukee,WI,53210,174900,5,2,2430,1925
Single Family Residential,1939 N 18th St,Milwaukee,WI,53205,209000,3,2.5,1724,1911
Multi-Family (2-4 Unit),3765 N Vel R Phillips Ave #3767,Milwaukee,WI,53212,145000,4,2,2218,1924
Condo/Co-op,1522 N Prospect Ave Unit 1401-06,Milwaukee,WI,53202,1575000,3,3.5,3620,2002
Single Family Residential,4672 N Parkway Ave,Milwaukee,WI,53209,89900,2,1,871,1927
Single Family Residential,5528 N Strathmore Ave,Milwaukee,WI,53218,129000,3,1,1224,1955
Single Family Residential,3281 N 22nd St,Milwaukee,WI,53206,129900,4,1.5,1680,1930
Single Family Residential,4402 N 54th St,Milwaukee,WI,53218,149000,3,2,1354,1930
Condo/Co-op,6440 W Howard Ave #201,Milwaukee,WI,53220,139900,2,1,1070,1980
Single Family Residential,5001 N 64th St,Milwaukee,WI,53218,199900,3,2,1250,1952
Multi-Family (2-4 Unit),1623 N 52nd St #1625,Milwaukee,WI,53208,309000,6,2,2760,1919
Single Family Residential,6710 N 81st St,Milwaukee,WI,53223,228900,4,1,1664,1958
Single Family Residential,5514 N 34th St,Milwaukee,WI,53209,94900,3,1,1326,1925
Multi-Family (2-4 Unit),4316 N 88th St #4318,Milwaukee,WI,53222,197900,6,2,2234,1957
Single Family Residential,2009 E Kenwood Blvd,Milwaukee,WI,53211,339800,5,2,2280,1916
Single Family Residential,3881 N 26th St,Milwaukee,WI,53206,64300,4,2,1592,1927
Multi-Family (2-4 Unit),7080 N 44th St,Milwaukee,WI,53223,225000,4,2,3210,1930
Single Family Residential,3252 Dr William Finlayson St,Milwaukee,WI,53212,175000,5,2,1256,1907
Single Family Residential,1713 N 55th St,Milwaukee,WI,53208,299999,4,2,2047,1926
Single Family Residential,6543 N 85th St,Milwaukee,WI,53224,224900,3,2,1550,1957
Single Family Residential,4672 N 57th St,Milwaukee,WI,53218,99900,2,1,1231,1943
Single Family Residential,5411 N 37th St,Milwaukee,WI,53209,56900,2,1,958,1939
Single Family Residential,5049 N 28th St,Milwaukee,WI,53209,164500,4,2,1719,1928
Single Family Residential,4001 W Fairmount Ave,Milwaukee,WI,53209,84900,2,1,680,1950
Single Family Residential,5883 N 84th St,Milwaukee,WI,53225,224900,4,2,1662,1938
Single Family Residential,9616 W Lisbon Ave,Milwaukee,WI,53222,200000,3,1.5,1190,1956
Single Family Residential,2911 N 40th St,Milwaukee,WI,53210,117500,4,1.5,1525,1920
Single Family Residential,3509 N 41st St,Milwaukee,WI,53216,49900,3,1,1578,1927
Multi-Family (2-4 Unit),5864 N 42nd St Unit 5854A,Milwaukee,WI,53209,149000,4,2,1796,1949
Condo/Co-op,400 N Broadway #903,Milwaukee,WI,53202,540000,2,2,1300,1911
Single Family Residential,6883 N 41st St,Milwaukee,WI,53209,179900,4,1.5,1168,1960
Single Family Residential,6633 W Dodge Pl,Milwaukee,WI,53220,249000,3,1.5,1175,1959
Single Family Residential,8090 W Grantosa Dr,Milwaukee,WI,53218,119990,3,1,916,1957
Single Family Residential,3911 N 56th St,Milwaukee,WI,53216,245000,3,3,1662,1947
Single Family Residential,6028 N 38th St,Milwaukee,WI,53209,99900,3,1,1112,1929
Condo/Co-op,4846 N Shoreland Ave,Whitefish Bay,WI,53217,199000,2,1,800,1950
Multi-Family (2-4 Unit),4823 N 24th Pl Unit 23A,Milwaukee,WI,53209,162900,4,2,1988,1931
Single Family Residential,2423 S 5th St,Milwaukee,WI,53207,114900,4,1,1270,1900
Single Family Residential,2234 S 11th St,Milwaukee,WI,53215,119900,3,1,1173,1895
Single Family Residential,5039 N 25th St,Milwaukee,WI,53209,99900,3,1,1103,1951
Single Family Residential,4604 N 51st Blvd,Milwaukee,WI,53218,32000,2,1,850,1925
Single Family Residential,7661 N Delta Pl,Milwaukee,WI,53223,289000,5,1.5,1450,1957
Single Family Residential,1948 N 28th St,Milwaukee,WI,53208,189900,4,2,1456,2004
Single Family Residential,4189 N 15th St,Milwaukee,WI,53209,250000,5,2.5,1933,1930
Multi-Family (2-4 Unit),2876 S 46th St,Milwaukee,WI,53219,198900,4,2,1824,1947
Condo/Co-op,8086 N Denmark Ct,Milwaukee,WI,53224,199999,2,2.5,1522,1992
Single Family Residential,2468 W Auer Ave,Milwaukee,WI,53206,40370,3,1,1296,1915
Single Family Residential,5640 N 66th St,Milwaukee,WI,53218,61600,3,1,2156,1947
Single Family Residential,2840 N 41st St,Milwaukee,WI,53210,39450,3,1,3747,1919
Multi-Family (2-4 Unit),2118 N 24th Pl Unit 20A,Milwaukee,WI,53205,35000,6,2,3089,1890
Single Family Residential,209 S 77th St,Milwaukee,WI,53214,219900,3,1.5,1155,1944
Condo/Co-op,8645 N Servite Dr,Milwaukee,WI,53223,128000,2,1.5,1496,1974
Condo/Co-op,2913 N Lake Dr #1,Milwaukee,WI,53211,525000,3,2,1707,1926
Multi-Family (2-4 Unit),2956 N 50th St,Milwaukee,WI,53210,129900,6,2.5,2638,1923
Single Family Residential,125 W Garfield Ave,Milwaukee,WI,53212,249000,2,2,771,1890
Condo/Co-op,1905 N Water St #100,Milwaukee,WI,53202,360000,2,2,1490,2005
Multi-Family (2-4 Unit),8430 W Warnimont Ave #8432,Milwaukee,WI,53228,425000,6,3,2605,1976
Single Family Residential,3172 N 46th St,Milwaukee,WI,53216,96900,2,1,984,1950
Condo/Co-op,907 E Reservoir Ave #907,Milwaukee,WI,53212,569800,3,4.5,3220,2008
Single Family Residential,5728 N 57th St,Milwaukee,WI,53218,169900,4,1,1445,1952
Multi-Family (2-4 Unit),3204 W Cherry St,Milwaukee,WI,53208,55000,4,2,2280,1908
Single Family Residential,4972 N 84th St,Milwaukee,WI,53225,159900,3,1,1081,1956
Single Family Residential,4012 S 75th St,Milwaukee,WI,53220,252200,3,2,1269,1955
Single Family Residential,2123 S 26th St,Milwaukee,WI,53215,135000,5,1,1373,1890
Single Family Residential,4304 N 22nd St,Milwaukee,WI,53209,135000,3,1.5,1458,1928
Single Family Residential,3125 N 74th St,Milwaukee,WI,53216,160000,3,1.5,1038,1949
Single Family Residential,2621 N 73rd St,Wauwatosa,WI,53213,250000,4,1,1720,1946
Condo/Co-op,1835 N Commerce St #103,Milwaukee,WI,53212,439000,2,2,1586,2003
Single Family Residential,2540 N Lake Dr,Milwaukee,WI,53211,700000,4,4,4581,1900
Single Family Residential,6639 N 91st St,Milwaukee,WI,53224,349900,4,2.5,2545,1890
Single Family Residential,4072 N 45th St,Milwaukee,WI,53216,99900,3,1,1506,1941
Single Family Residential,6022 S 31st St,Greenfield,WI,53221,375000,3,1.5,2206,1995
Single Family Residential,4900 N 26th St,Milwaukee,WI,53209,99900,3,1.5,1276,1951
Single Family Residential,2501 W Grange Ave,Milwaukee,WI,53221,330000,3,1.5,2300,1974
Condo/Co-op,8550 W Waterford Ave #6,Greenfield,WI,53228,107500,1,1,710,1971
Single Family Residential,3929 W Portage St,Milwaukee,WI,53209,265000,3,1.5,1185,1954
Single Family Residential,3132 N 47th St,Milwaukee,WI,53216,218900,4,2,1852,1948
Single Family Residential,5222 S 21st St,Milwaukee,WI,53221,350000,2,3,2018,1968
Multi-Family (2-4 Unit),4131 W Kiley Ave #4133,Milwaukee,WI,53209,189900,6,2,1970,1960
Single Family Residential,5004 N 39th St,Milwaukee,WI,53209,49900,1,1,440,1926
Single Family Residential,4027 N 6th St,Milwaukee,WI,53212,159000,3,1.5,1141,1971
Single Family Residential,5344 N 46th St,Milwaukee,WI,53218,215000,3,2,1700,1951
Single Family Residential,3041 N Buffum St,Milwaukee,WI,53212,134900,2,1,1065,1980
Multi-Family (2-4 Unit),4348 N 88th St #4350,Milwaukee,WI,53222,197900,6,2,1788,1957
Multi-Family (2-4 Unit),4338 N 88th St #4340,Milwaukee,WI,53222,197900,6,2,1906,1958
Single Family Residential,8230 W Marion St,Milwaukee,WI,53222,165000,3,1,978,1956
Single Family Residential,4670 N Parkside Dr,Wauwatosa,WI,53225,410000,4,2.5,1548,1957
Multi-Family (2-4 Unit),226 N 64th St,Milwaukee,WI,53213,269000,4,2,1778,1927
Single Family Residential,3907 N 14th St,Milwaukee,WI,53206,225000,4,3,2025,1922
Condo/Co-op,6120 W Port Ave Unit B6,Milwaukee,WI,53223,105999,3,2,1463,1970
Single Family Residential,2363 N Holton St,Milwaukee,WI,53212,348000,5,2,3131,1891
Single Family Residential,6542 N 51st St,Milwaukee,WI,53223,229900,3,1.5,1421,1967
Single Family Residential,6702 N 91st St,Milwaukee,WI,53224,219900,3,1,1008,1983
Single Family Residential,4026 W Portage St,Milwaukee,WI,53209,229000,3,2,1405,1954
Single Family Residential,3321 N 26th St,Milwaukee,WI,53206,69900,5,2,1571,1910
Single Family Residential,5504 N 33rd St,Milwaukee,WI,53209,213900,4,2.5,1832,1941
Single Family Residential,9318 W Mt Zion Dr,Milwaukee,WI,53224,470000,4,2.5,3110,2011
Multi-Family (2-4 Unit),5268 N 34th St Unit 5268A,Milwaukee,WI,53209,155900,3,3,1416,1900
Single Family Residential,3065 N 72nd St,Milwaukee,WI,53210,99900,2,1,751,1948
Single Family Residential,5151 N 83rd St,Milwaukee,WI,53218,130900,3,1.5,963,1956
Single Family Residential,4845 N 58th St,Milwaukee,WI,53218,106900,4,1,1229,1953
Single Family Residential,641 W Maplewood Ct,Milwaukee,WI,53221,314900,3,2,1932,1966
Condo/Co-op,6267 W Port Ave,Milwaukee,WI,53223,77500,3,2.5,1267,1970
Single Family Residential,2634 N 46th St,Milwaukee,WI,53210,99500,4,1,1660,1920
Single Family Residential,7840 W Caldwell Ct,Milwaukee,WI,53218,199900,3,1.5,1654,1955
Multi-Family (2-4 Unit),3713 N Port Washington Ave #3715,Milwaukee,WI,53212,150000,5,3,2995,1914
Multi-Family (2-4 Unit),2804 S 15th Pl #2806,Milwaukee,WI,53215,239900,6,2,2194,1913
Multi-Family (2-4 Unit),2858 N Booth St Unit 2858A,Milwaukee,WI,53212,279000,4,2,2073,1915
Single Family Residential,4187 N 22nd St,Milwaukee,WI,53209,249900,4,3,2314,1931
Single Family Residential,3292 N 48th St,Milwaukee,WI,53216,250000,4,2,2022,1941
Single Family Residential,2836 N 67th St,Milwaukee,WI,53210,339900,4,3,2720,1940
Multi-Family (2-4 Unit),3048 S 39th St,Milwaukee,WI,53215,279900,3,2,1582,1946
Single Family Residential,9445 W Goodrich Ave,Milwaukee,WI,53224,279900,3,1.5,1898,1980
Multi-Family (2-4 Unit),2130 W Lincoln Ave,Milwaukee,WI,53215,185000,5,2,2300,1900
Condo/Co-op,3609 N Tucker Pl #210,Milwaukee,WI,53222,122000,2,2,1067,1974
Single Family Residential,2710 W Glendale Ave,Milwaukee,WI,53209,162900,3,2,1344,2002
Single Family Residential,2473 N 37th St,Milwaukee,WI,53210,40000,4,1,1264,1907
Single Family Residential,2528 N 16th St,Milwaukee,WI,53206,35000,3,1,1308,1885
Single Family Residential,2454 N 56th St,Milwaukee,WI,53210,139900,2,1,813,1923
Condo/Co-op,2650 S 60th St #4,Milwaukee,WI,53219,92900,1,1,650,1966
Single Family Residential,7730 W Melvina St,Milwaukee,WI,53222,128900,3,2,1225,1954
Single Family Residential,2513 S 15th Pl,Milwaukee,WI,53215,184995,4,1.5,1598,1921
Condo/Co-op,234 E Reservoir Ave #607,Milwaukee,WI,53212,339000,3,2,1650,1917
Single Family Residential,3524 N 93rd St,Milwaukee,WI,53222,267000,3,2,1657,1952
Single Family Residential,4657 N 77th St,Milwaukee,WI,53218,199900,4,1.5,1214,1953
Condo/Co-op,4215 N 100th St #146,Milwaukee,WI,53222,129000,2,2,1230,1875
Single Family Residential,8703 W Potomac Ave,Milwaukee,WI,53225,169900,3,1.5,2100,1968
Single Family Residential,4058 N 96th St,Wauwatosa,WI,53222,329900,3,2,1806,1961
Single Family Residential,1730 S 6th St,Milwaukee,WI,53204,134900,2,2,687,1900
Multi-Family (2-4 Unit),3602 W Linden Pl #3604,Milwaukee,WI,53208,159900,4,2,1966,1926
Multi-Family (2-4 Unit),5717 N 97th St #5719,Milwaukee,WI,53225,250000,5,2.5,2245,1960
Single Family Residential,4317 S 51st St,Greenfield,WI,53220,284900,2,2,1071,1910
Multi-Family (2-4 Unit),1534 N Marshall St,Milwaukee,WI,53202,340000,4,2,2642,1885
Single Family Residential,638 N 79th St,Wauwatosa,WI,53213,985000,5,3.5,3982,1936
Single Family Residential,5843 N 67th St,Milwaukee,WI,53218,184900,3,1,1260,1955
Multi-Family (2-4 Unit),2741 N 25th St,Milwaukee,WI,53206,57500,4,2,2662,1905
Multi-Family (2-4 Unit),1645 N Astor St #1647,Milwaukee,WI,53202,599800,10,4,3793,1925
Multi-Family (2-4 Unit),10124 W Capitol Dr #10126,Milwaukee,WI,53222,240000,6,2,2040,1957
Single Family Residential,2911 S 56th St,Milwaukee,WI,53219,249900,3,1,1356,1953
Single Family Residential,3745 S 19th St,Milwaukee,WI,53221,242000,3,1,1046,1947
Single Family Residential,4677 N 77th St,Milwaukee,WI,53218,172500,2,1,1432,1953
Single Family Residential,2524 N 40th St,Milwaukee,WI,53210,134900,4,1,1327,1919
Single Family Residential,3346 N 36th St,Milwaukee,WI,53216,144900,4,1,1268,1932
Single Family Residential,1437 W Foster Ave,Milwaukee,WI,53221,274900,3,1,1150,1958
Single Family Residential,2138 N 62nd St,Wauwatosa,WI,53213,389000,4,2,2298,1923
Single Family Residential,4357 N 14th St,Milwaukee,WI,53209,135000,3,1,1095,1924
Single Family Residential,3733 N 61st St,Milwaukee,WI,53216,154900,2,1,1252,1951
Multi-Family (2-4 Unit),3139 N 39th St Unit 3139A,Milwaukee,WI,53216,65000,5,2,1750,1910
Single Family Residential,227 N 77th St,Milwaukee,WI,53213,249900,3,2,1120,1955
Single Family Residential,6210 W Richmond Ave,Milwaukee,WI,53210,199900,3,1,1128,1922
Single Family Residential,3744 N 85th St,Milwaukee,WI,53222,194900,3,1,1176,1954
Single Family Residential,7820 W Bradley Rd,Milwaukee,WI,53223,339000,4,2,1885,1954
Condo/Co-op,8643 N Servite Dr #218,Milwaukee,WI,53223,79900,2,1.5,1056,1974
Multi-Family (2-4 Unit),4057 N 60th St #4059,Milwaukee,WI,53216,289000,6,3,2849,1958
Single Family Residential,4854 N 56th St,Milwaukee,WI,53218,84900,3,1,817,1938
Single Family Residential,4276 N 50th St,Milwaukee,WI,53216,45000,2,1,1232,1914
Single Family Residential,2457 N 25th St,Milwaukee,WI,53206,98000,4,1,600,1890
Single Family Residential,2908 N 77th St,Milwaukee,WI,53222,319000,3,3,1787,1950
Multi-Family (2-4 Unit),6807 W Florist Ave #6809,Milwaukee,WI,53218,180000,4,2,1879,1958
Single Family Residential,4303 N 52nd St,Milwaukee,WI,53216,115500,2,1,1017,1948
Multi-Family (2-4 Unit),4416 N 62nd St,Milwaukee,WI,53218,175000,3,2,1586,1958
Multi-Family (2-4 Unit),1455 W Windlake Ave,Milwaukee,WI,53215,145000,4,2,1690,1903
